text,url
happy bday to my duo @DorchakL I love u man. srry I just dropped a wraith on u tho my b. Haha have a good day bro. https://t.co/LsCuUWApV8,twitter.com/anyuser/status/717203016668028929
@hanmontan4L heaven gained an angel,twitter.com/anyuser/status/717203018282876928
i lied,twitter.com/anyuser/status/717203018815553541
@michaelfranti Might 4get a persons name when I don't c them in a long while but dont 4get birthsigns Hobby of mine Happy prebday Sara Peace,twitter.com/anyuser/status/717203015241965570
Thank you @AliciaFoxy  .... #TimeFlies. https://t.co/2G3BlOhLZT,twitter.com/anyuser/status/717203015380426752
Letting go off of a friend is not easy unless he's pulling you down more than gravitational force. I'm done!,twitter.com/anyuser/status/717203019302105088
"and the cutest, damn  https://t.co/M22fXGS3fP",twitter.com/anyuser/status/717203018786201600
@hanmontan4L heaven gained an angel,twitter.com/anyuser/status/717203018282876928
Starving but I can't eat,twitter.com/anyuser/status/717203019910275072
11:11 $$ for concerts,twitter.com/anyuser/status/717203019985788929
When you get so into a show the main character says something awesome and you get chills #GOT,twitter.com/anyuser/status/717203020048699392
Only thing Wendy's is doin right,twitter.com/anyuser/status/717203021273423872
Me when I'm lying  https://t.co/Jr6731FerD,twitter.com/anyuser/status/717203021441212416
ok.. but the little boy is literally @Brookiiejohnson  https://t.co/9zSdJy8oV2,twitter.com/anyuser/status/717203021181140993
"If you live life so cautiously as to never fail, you end up failing at living life itself. https://t.co/7tTXNfqIFw",twitter.com/anyuser/status/717203020799418369
